14,.2355341,.0838125
13,.0645385,.0454983
11,.1173908,.064613
17,.0319898,.1142613
6,.1397519,.1065266
4,-.0322733,.0299297
6,.2879953,.1061955
8,.0189072,.0870856
6,-.0131785,.0626289
14,.3431389,.2385807
8,.1024787,.0536974
18,.0589006,.0556752
7,-.0053333,.0981194
15,.0472101,.0826646
10,.4332195,.1308592
9,.0015361,.0250188
8,.3772942,.2828115
5,-.0280601,.0438637
3,-.0295707,.0623525
3,.0155677,.094569
8,.0914438,.0708934
11,.1737693,.0639934
7,-.0045682,.052845
5,.1661377,.0841769
7,.081559,.0349846
11,.0436709,.0888255
4,.1074632,.1385488
10,.2895232,.114228
19,-.2738152,.1956338
6,.0022424,.0375992
15,-.5437424,.4439744
8,.0857668,.1036874
8,.019987,.0306411
14,.1540944,.0612811
19,.0540044,.0813514
13,.0879119,.0411445
15,.4022631,.2158661
10,.152407,.0617472
8,.0714823,.0441591
3,-.0099802,.0830677
14,.1363911,.0615516
18,-.0512891,.0433105
16,.1912075,.1158004
17,.3020515,.1939918
8,-.0109291,.0605619
12,.117783,.0484594
6,.0582315,.0772817
14,-.1183603,.2409734
2,.0604317,.0743955
17,.006225,.0657938
8,.137829,.0546867
10,.1799837,.075555
4,.1304965,.1222791
13,.1438372,.0581697
19,-.0109339,.0885083
13,.0481192,.0654351
19,.0444518,.0416723
14,.1362649,.0641102
18,.1306396,.0861556
16,-.105338,.0720325
10,.2684711,.0835952
10,.3303573,.0713513
15,-.1926667,.2172401
6,.096873,.0535289
8,.1158318,.065912
16,.181116,.1901859
8,.1141924,.0744486
12,.1379175,.10819
10,.1943058,.1440522
10,.1699058,.075376
1,.0880088,.068645
9,.0576755,.0358786
15,.0975616,.1016648
15,-.0193546,.0856889
1,.2016807,.1397814
4,.217985,.1014186
8,.0832175,.0466448
9,.0035707,.1056645
12,.1734353,.2117513
3,-.0315607,.065617
10,.0466751,.1727985
1,-.0114287,.044542
17,.0949006,.0855202
11,.2594429,.0899672
2,.1686227,.3120664
2,-.0213874,.0853163
1,-.0699559,.0392963
16,.2950459,.2294773
19,.1857878,.0847682
19,-.183402,.1373563
17,.1389421,.170561
6,.1178993,.0839108
11,.2351197,.0856509
1,.2411196,.2389961
2,.3499199,.2856306
6,.0581252,.0663802
5,.2231435,.1530935
