0,0.25837
0.010653,1.8836
0.021307,5.9296
0.03196,10.409
0.042614,12.363
0.053267,11.645
0.063921,9.5685
0.074574,7.3374
0.085228,5.5084
0.095881,4.1858
0.10653,3.2901
0.11719,2.6775
0.12784,2.2644
0.13849,1.9564
0.14915,1.7184
0.1598,1.525
0.17046,1.355
0.18111,1.204
0.19176,1.0655
0.20242,0.94276
0.21307,0.82581
0.22372,0.72375
0.23438,0.63252
0.24503,0.55042
0.25568,0.47884
0.26634,0.41709
0.27699,0.3642
0.28764,0.3198
0.2983,0.27728
0.30895,0.24567
0.3196,0.21744
0.33026,0.1896
0.34091,0.1697
0.35156,0.14883
0.36222,0.13317
0.37287,0.11911
0.38352,0.1041
0.39418,0.093279
0.40483,0.083043
0.41548,0.073676
0.42614,0.065194
0.43679,0.057653
0.44744,0.050926
0.4581,0.046033
0.46875,0.039984
0.4794,0.035517
0.49006,0.032002
0.50071,0.027744
0.51137,0.025144
0.52202,0.022332
0.53267,0.019684
0.54333,0.017836
0.55398,0.015586
0.56463,0.014009
0.57529,0.012808
0.58594,0.011123
0.59659,0.010289
0.60725,0.0090013
0.6179,0.0082107
0.62855,0.0073798
0.63921,0.0065618
0.64986,0.0059515
0.66051,0.0053751
0.67117,0.0048089
0.68182,0.0043302
0.69247,0.0039469
0.70313,0.0034411
0.71378,0.00322
0.72443,0.0028927
0.73509,0.0026208
0.74574,0.0023434
0.75639,0.0021677
0.76705,0.0019935
0.7777,0.0018143
0.78835,0.0016804
0.79901,0.0015413
0.80966,0.0014308
0.82031,0.001351
0.83097,0.0012416
0.84162,0.0011675
0.85228,0.0011044
0.86293,0.0010376
0.87358,0.00099554
0.88424,0.00092368
0.89489,0.00089476
0.90554,0.00085215
0.9162,0.00081606
0.92685,0.00077757
0.9375,0.00075081
0.94816,0.00072072
0.95881,0.00070663
0.96946,0.00066654
0.98012,0.00063791
0.99077,0.00062765
1.0014,0.00059808
1.0121,0.00057172
1.0227,0.00055163
1.0334,0.00053582
1.044,0.00051107
1.0547,0.0004828
1.0653,0.00046384
1.076,0.0004487
1.0867,0.00041189
1.0973,0.00039792
1.108,0.00037614
1.1186,0.00036238
1.1293,0.00032658
1.1399,0.00031422
1.1506,0.00029361
1.1612,0.00027968
1.1719,0.00025481
1.1825,0.0002434
1.1932,0.00021748
1.2038,0.00020839
1.2145,0.00019478
1.2251,0.00018583
1.2358,0.0001676
1.2465,0.00014987
1.2571,0.0001452
1.2678,0.00013287
1.2784,0.00012835
1.2891,0.00011395
1.2997,0.00010516
1.3104,9.7619e-05
1.321,9.3728e-05
1.3317,8.4571e-05
1.3423,7.8818e-05
1.353,7.2812e-05
1.3636,6.9197e-05
1.3743,6.6136e-05
1.3849,5.8789e-05
1.3956,5.5633e-05
1.4063,5.221e-05
1.4169,4.9037e-05
1.4276,4.6894e-05
1.4382,4.4864e-05
1.4489,3.8746e-05
1.4595,3.9341e-05
1.4702,3.8349e-05
1.4808,3.4789e-05
1.4915,3.3511e-05
1.5021,3.2577e-05
1.5128,3.0386e-05
1.5234,2.9412e-05
1.5341,2.5918e-05
1.5447,2.7273e-05
1.5554,2.3768e-05
1.5661,2.379e-05
1.5767,2.1656e-05
1.5874,2.1111e-05
1.598,1.8801e-05
1.6087,1.8428e-05
1.6193,1.713e-05
1.63,1.4613e-05
1.6406,1.6031e-05
1.6513,1.1876e-05
1.6619,1.2058e-05
1.6726,1.115e-05
1.6832,9.5582e-06
1.6939,1.0218e-05
1.7046,7.608e-06
1.7152,8.3138e-06
1.7259,5.9786e-06
1.7365,6.0689e-06
1.7472,5.3391e-06
1.7578,4.7723e-06
1.7685,4.4677e-06
1.7791,3.3872e-06
1.7898,3.7639e-06
1.8004,2.7088e-06
1.8111,2.5948e-06
1.8217,2.4364e-06
1.8324,1.7072e-06
1.843,1.9032e-06
1.8537,1.6625e-06
1.8644,1.2673e-06
1.875,1.2443e-06
1.8857,1.0689e-06
1.8963,9.3342e-07
1.907,7.7875e-07
1.9176,6.7652e-07
1.9283,7.0083e-07
1.9389,4.9328e-07
1.9496,4.985e-07
1.9602,4.5316e-07
1.9709,3.7067e-07
1.9815,3.6806e-07
1.9922,2.8541e-07
2.0028,2.8688e-07
2.0135,2.4986e-07
2.0242,2.43e-07
2.0348,1.9458e-07
2.0455,1.6877e-07
2.0561,1.6867e-07
2.0668,1.4933e-07
2.0774,1.3234e-07
2.0881,1.2103e-07
2.0987,1.0411e-07
2.1094,1.0627e-07
2.12,9.1506e-08
2.1307,8.691e-08
2.1413,7.9279e-08
2.152,6.1872e-08
2.1626,6.4424e-08
2.1733,5.9697e-08
2.184,5.9877e-08
2.1946,5.1772e-08
2.2053,4.6957e-08
2.2159,5.0321e-08
2.2266,4.3634e-08
2.2372,3.5645e-08
2.2479,3.5243e-08
2.2585,3.514e-08
2.2692,3.6188e-08
2.2798,3.3779e-08
2.2905,3.1515e-08
2.3011,3.2322e-08
2.3118,2.4832e-08
2.3225,2.357e-08
2.3331,2.6338e-08
2.3438,2.4623e-08
2.3544,2.2979e-08
2.3651,2.3949e-08
2.3757,2.4993e-08
2.3864,1.3811e-08
2.397,1.6688e-08
2.4077,1.7536e-08
2.4183,1.8523e-08
2.429,1.955e-08
2.4396,1.8303e-08
2.4503,8.6632e-09
2.4609,1.06e-08
2.4716,1.3732e-08
2.4823,1.475e-08
2.4929,1.3616e-08
2.5036,1.2502e-08
2.5142,2.0929e-09
2.5249,9.3129e-09
2.5355,1.0324e-08
2.5462,9.256e-09
2.5568,8.1988e-09
2.5675,2.0475e-09
2.5781,5.1037e-09
2.5888,6.1119e-09
2.5994,5.0798e-09
2.6101,4.0539e-09
2.6207,2.0225e-09
2.6314,1.011e-09
2.6421,2.0179e-09
2.6527,1.0068e-09
