-0.046223,0.0061659,-0.14405,0.059472
0.04863,0.0059134,-0.04338,0.15109
-0.074967,0.010232,-0.20128,0.011213
0.012531,0.013632,-0.16434,0.2179
-0.020593,0.0045183,-0.1179,0.090714
-0.043934,0.0037126,-0.10571,0.016324
0.036717,0.011647,-0.11719,0.21619
-0.011277,0.0059569,-0.12715,0.12284
0.043092,0.0064614,-0.060697,0.16144
0.1533,0.064189,-0.15964,0.5045
-0.048377,0.0054352,-0.13305,0.041717
0.04073,0.0060456,-0.060257,0.15678
-0.026452,0.041066,-0.33527,0.32355
-0.005779,0.0062897,-0.12595,0.13353
0.10191,0.036467,-0.14712,0.38389
-0.029035,0.0019743,-0.07945,0.025082
0.084826,0.044974,-0.21349,0.425
-0.01009,0.0013163,-0.062672,0.051249
-0.0062488,0.0087587,-0.14794,0.15802
0.04745,0.012844,-0.10915,0.22908
0.022895,0.0061963,-0.091318,0.15665
-0.063059,0.0079739,-0.15832,0.034081
-0.016262,0.0031641,-0.09813,0.077631
-0.068336,0.010051,-0.18117,0.048978
0.043733,0.0040685,-0.02937,0.1225
-0.066476,0.013064,-0.21053,0.089665
0.012133,0.011424,-0.14962,0.19924
-0.0055685,0.0051336,-0.11364,0.12045
0.0525,0.1026,-0.43444,0.60288
-0.039275,0.0063677,-0.14637,0.078812
-0.28073,0.26553,-0.96278,0.44807
-0.048082,0.0081815,-0.16697,0.081482
0.017001,0.0015321,-0.036511,0.078859
-0.0014939,0.0020568,-0.06947,0.078925
0.029532,0.016785,-0.1619,0.25185
0.008078,0.001779,-0.054212,0.081737
-0.32103,0.19293,-0.80176,0.17264
0.0032442,0.0022109,-0.067031,0.086683
-0.043569,0.0037209,-0.10631,0.018566
-0.0044345,0.0057205,-0.11882,0.12907
-0.044143,0.0039537,-0.11028,0.023509
0.055556,0.0065497,-0.036725,0.15583
-0.051619,0.011153,-0.19467,0.1051
-0.14194,0.040089,-0.36466,0.086292
0.090228,0.016465,-0.052831,0.24567
-0.0026052,0.002078,-0.071188,0.078053
0.16782,0.047001,-0.051614,0.39817
0.052547,0.027184,-0.18679,0.32759
-0.045398,0.0058902,-0.1403,0.057578
-0.052687,0.0068553,-0.15131,0.052381
-0.0042314,0.0035538,-0.094381,0.10131
-0.02996,0.0027716,-0.095945,0.042525
0.020351,0.0094484,-0.12364,0.18863
-0.03285,0.002758,-0.094672,0.034252
-0.097676,0.01787,-0.23716,0.041309
0.023765,0.0035698,-0.058955,0.12079
-0.015116,0.026584,-0.26539,0.26866
-0.021178,0.0034192,-0.10419,0.073304
0.043126,0.011334,-0.10465,0.2144
-0.058681,0.0082553,-0.16563,0.055182
0.068876,0.010808,-0.052271,0.20244
0.005747,0.0039159,-0.088152,0.11664
0.18614,0.070297,-0.11016,0.50928
0.020786,0.0041232,-0.07115,0.12847
0.022624,0.0026129,-0.046862,0.10328
-0.28931,0.13708,-0.66171,0.076189
-0.022675,0.0037045,-0.10893,0.075189
0.012581,0.0080883,-0.12185,0.17078
0.11249,0.046972,-0.17314,0.43689
0.0097876,0.0045529,-0.09096,0.12837
-0.011668,0.0036673,-0.10184,0.092851
0.0053104,0.00040085,-0.023822,0.039231
-0.075274,0.014551,-0.22192,0.081532
-0.0069213,0.0049077,-0.1122,0.11571
-0.049543,0.022433,-0.2671,0.19346
-0.13295,0.033348,-0.32915,0.065533
-0.014597,0.0015178,-0.069194,0.048746
0.021857,0.014054,-0.15492,0.22756
-0.048172,0.025079,-0.28055,0.2119
-0.054249,0.0081529,-0.16558,0.065714
-0.061125,0.012717,-0.20862,0.099729
-0.018338,0.0019917,-0.080234,0.052364
0.024385,0.0090313,-0.11474,0.18741
-0.14808,0.037229,-0.34663,0.015973
-0.019316,0.044677,-0.34412,0.34503
0.08354,0.021827,-0.10298,0.29557
-0.010407,0.00045422,-0.038085,0.022292
-0.0042118,0.029047,-0.26662,0.29256
-0.052074,0.00871,-0.17142,0.078315
-0.13643,0.039282,-0.36301,0.099747
-0.112,0.025711,-0.29238,0.073292
0.30077,0.11488,0.038309,0.55223
-0.44307,0.24345,-0.67622,-0.092998
-0.062734,0.034708,-0.33363,0.23973
0.89605,1.0077,0.1462,1.632
-0.052717,0.0081462,-0.16612,0.070101
0.098377,0.03819,-0.16189,0.39474
